name,☺,✋,✌,✨,❤,🎵,🎶,👀,👊,👌,👍,👏,💀,💁,💓,💔,💕,💖,💙,💛,💜,💪,💯,🔫,😁,😂,😄,😅,😈,😉,😊,😋,😌,😍,😎,😏,😐,😑,😒,😓,😔,😕,😖,😘,😜,😞,😠,😡,😢,😣,😤,😩,😪,😫,😬,😭,😳,😴,😷,🙅,🙈,🙊,🙌,🙏
Lords of the Realm: Royal Edition,24,2,35,15,27,9,15,8,47,27,64,51,2,6,29,21,1,2,37,36,17,30,23,17,23,4,49,21,40,52,39,1,8,7,46,7,43,31,12,20,13,49,17,1,41,25,43,46,35,20,31,4,10,7,51,2,20,3,1,3,9,4,19,38
Lost Eden,16,0,17,8,21,3,12,1,15,8,23,21,0,0,19,6,2,7,18,20,20,6,2,1,7,0,20,2,8,18,20,0,2,1,14,0,8,5,3,5,3,16,3,1,13,8,12,15,13,6,6,1,2,1,12,0,1,1,0,0,1,0,8,18
Lost Sea,1,1,3,0,0,1,1,1,3,0,4,1,1,0,2,1,0,0,0,1,0,3,0,2,0,0,2,0,3,3,1,0,0,0,1,0,3,3,0,2,0,3,3,0,3,3,4,4,4,2,3,0,0,0,3,0,1,0,1,1,0,0,0,1
Lovecraft's Untold Stories,1,0,1,0,1,0,0,1,1,1,3,1,1,0,1,2,0,0,1,1,1,1,0,2,1,0,1,0,3,0,1,1,0,0,1,0,2,2,1,2,1,2,2,0,3,2,2,2,2,2,2,0,0,0,3,0,1,0,0,0,0,0,0,1
Lovely Planet,3,0,3,0,3,1,2,0,3,3,5,4,0,0,2,1,0,0,3,3,1,2,1,3,2,0,4,1,3,4,3,0,0,0,3,0,3,2,1,1,1,3,1,0,3,1,3,3,1,1,2,0,0,0,5,0,3,0,0,0,0,0,1,2
Lovers in a Dangerous Spacetime,3,0,5,1,4,1,2,0,4,2,7,4,0,0,5,2,2,2,3,6,2,3,1,1,2,0,6,1,6,7,4,1,0,1,3,1,4,2,1,5,2,5,3,3,7,3,5,6,5,4,4,0,0,0,5,0,0,0,0,0,1,0,1,2
Lucius,1,0,8,1,3,0,0,6,13,6,26,11,1,0,6,13,0,0,4,6,2,2,4,12,4,0,12,5,19,18,6,0,0,0,6,0,26,23,14,17,10,25,20,0,14,21,25,25,20,20,23,0,8,2,26,0,10,1,0,1,1,0,1,12
Luftrausers,6,1,8,4,4,2,3,5,13,5,22,8,0,1,8,6,1,1,3,6,1,6,4,4,6,0,18,4,14,19,11,1,1,0,12,1,19,16,8,12,5,18,14,1,17,15,19,18,15,13,16,1,4,0,20,0,4,3,0,2,0,0,4,7
Lula: The Sexy Empire,5,1,6,1,6,0,1,4,14,5,21,11,1,0,6,5,0,0,5,7,2,5,2,6,7,1,15,8,15,14,10,2,2,2,9,2,18,14,10,12,6,19,14,1,16,16,19,19,17,14,14,0,4,1,21,0,6,1,2,1,5,0,3,6
Lumino City,10,0,3,8,11,2,4,5,1,6,11,9,0,1,11,7,3,7,11,12,10,3,3,0,6,1,11,3,1,11,12,0,2,5,7,0,6,3,1,4,3,7,4,1,8,5,5,5,6,4,3,1,2,3,8,2,2,0,1,0,2,1,6,10
Lumo,1,0,1,0,0,0,0,0,2,1,2,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,2,1,0,0,0,0,0,2,2,1,1,0,2,1,0,2,1,2,2,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1
Lumo - Deluxe Edition,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Lure of the Temptress,18,3,24,12,21,5,10,6,37,24,68,36,4,4,26,34,5,4,25,24,16,16,7,12,26,4,49,24,36,46,30,4,9,7,26,11,55,47,36,42,33,54,44,2,40,49,54,53,45,48,39,2,21,6,64,3,21,6,6,4,9,3,9,32
MDK,34,3,50,20,37,17,30,15,63,37,86,64,11,2,46,29,3,4,35,45,33,30,24,25,32,6,79,24,57,66,44,2,6,7,56,7,53,36,17,38,17,57,38,0,65,48,59,63,56,41,46,3,17,7,72,5,28,3,7,4,8,3,28,32
MDK 2,9,2,16,5,11,1,1,6,21,8,26,15,2,3,12,8,0,2,9,13,5,8,6,7,6,4,22,5,18,22,16,1,2,1,15,4,23,15,10,12,7,22,11,0,19,15,22,22,16,13,15,1,5,2,22,2,9,1,0,2,2,3,5,12
METAL SLUG,5,0,5,1,5,1,2,3,14,3,19,8,1,0,5,5,1,1,4,5,4,7,1,8,6,1,13,10,11,14,7,0,1,1,8,0,15,14,11,12,7,16,11,1,13,14,18,18,18,12,15,1,3,1,19,1,5,0,1,2,1,0,3,8
METAL SLUG 2,0,1,0,0,0,0,0,0,3,0,2,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3,3,2,3,2,3,3,0,0,3,3,3,2,3,3,1,2,1,2,0,1,1,0,1,0,0,0,2
METAL SLUG 3,1,0,2,0,0,1,1,0,4,0,3,2,1,0,0,1,0,0,2,1,0,2,2,2,1,0,2,1,4,3,1,0,0,0,1,0,3,3,1,3,1,3,2,0,2,2,4,4,3,2,3,0,1,0,4,0,0,0,0,0,0,0,0,1
METAL SLUG X,2,0,4,0,1,0,0,1,4,1,5,3,0,0,2,2,0,0,1,2,1,0,1,2,0,1,3,1,3,4,2,0,0,0,3,1,5,5,2,2,1,6,4,0,4,3,5,6,5,3,5,0,2,0,4,1,1,0,1,0,0,0,1,4
MX vs. ATV Unleashed,4,0,3,1,2,1,1,0,3,4,5,4,0,1,0,0,0,0,2,2,1,4,1,1,3,0,5,2,3,3,4,2,2,2,4,2,1,1,1,1,1,1,1,0,4,1,1,1,1,1,1,0,0,0,4,0,1,0,0,0,1,0,4,1
MachiaVillain,0,0,0,0,1,1,1,0,4,1,7,1,0,0,0,6,0,1,2,1,1,1,1,5,1,1,2,0,3,2,2,0,0,0,0,0,7,8,5,6,4,7,7,0,3,7,8,8,8,7,6,1,3,1,7,1,2,1,1,1,1,0,0,5
Machinarium Collector's Edition,50,2,41,39,62,13,19,5,41,37,85,67,1,3,58,26,10,21,56,64,49,24,17,7,30,3,68,12,36,63,62,0,14,10,49,7,32,25,18,18,16,42,18,3,48,31,38,41,39,25,24,0,9,2,50,0,5,0,0,5,4,2,32,42
Mad Games Tycoon,2,0,2,1,1,0,0,0,3,2,3,2,0,0,1,0,0,0,1,1,0,2,1,0,1,0,2,1,2,3,2,0,1,0,2,1,2,1,1,1,0,2,1,0,3,1,1,1,0,1,1,0,0,0,2,0,1,1,0,0,1,0,1,1
Mafia,26,4,46,14,38,12,19,11,52,33,73,56,5,4,37,27,9,10,37,46,24,31,28,29,21,9,55,12,41,53,32,1,11,15,45,9,48,31,21,31,24,48,24,5,43,33,53,54,43,31,37,1,14,3,53,6,15,0,2,3,7,2,31,42
Mafia II: Director’s Cut,10,1,16,4,12,5,7,2,18,13,22,21,1,1,14,7,4,3,12,12,6,7,13,7,8,1,15,3,14,15,14,1,4,4,14,1,13,11,5,7,3,11,7,0,17,8,15,13,10,7,11,0,3,0,13,1,0,1,1,2,3,2,10,14
Mafia III,2,0,9,0,5,3,4,2,15,4,21,11,0,0,9,11,0,0,4,6,2,5,3,12,4,0,13,4,10,12,4,0,0,2,8,0,18,15,11,15,10,20,18,0,10,17,20,19,18,18,17,2,6,2,21,2,5,1,2,2,0,0,1,5
Mafia III Deluxe Edition,0,1,1,0,0,1,1,0,3,0,6,1,1,0,1,3,0,0,0,1,0,2,2,3,1,0,1,0,5,2,1,0,0,0,2,0,5,6,4,4,2,5,5,0,2,5,6,6,4,6,6,0,2,0,6,0,1,0,1,2,1,0,0,2
Mages of Mystralia,2,0,3,0,2,0,0,2,3,2,6,4,0,0,2,1,0,0,2,2,2,2,1,0,3,1,5,2,5,6,2,0,0,0,2,1,4,3,3,4,2,4,3,0,4,3,5,5,3,3,3,0,0,0,5,0,1,0,0,0,0,0,0,2
Magic Carpet Plus™,13,2,14,9,20,1,3,7,20,7,36,23,1,1,17,14,4,5,23,17,12,7,5,8,17,1,26,13,12,25,21,2,3,4,20,4,23,16,10,17,10,28,16,2,22,19,25,27,24,17,15,0,5,4,31,2,10,0,1,2,7,1,9,20
Magicmaker,0,1,2,0,0,0,0,1,4,2,6,3,0,0,3,3,0,0,1,3,0,1,1,4,1,0,3,3,4,4,1,0,0,0,0,0,7,6,4,5,1,6,5,0,5,5,7,7,4,6,6,0,0,1,7,0,2,1,0,0,1,0,0,3
Magrunner: Dark Pulse,10,0,9,2,9,2,2,8,11,4,40,16,1,0,18,21,1,2,4,15,4,8,1,7,6,1,27,9,27,30,13,1,0,2,9,1,35,32,15,26,17,37,27,0,28,31,36,37,31,31,29,1,5,1,36,2,11,3,3,1,3,1,2,18
Mainlining,1,0,1,1,0,0,0,1,1,0,5,1,0,0,3,2,0,0,0,2,0,0,0,2,1,0,3,0,5,3,2,0,0,0,3,0,5,4,3,4,1,5,5,0,4,4,5,5,3,4,4,0,0,0,5,0,1,0,0,0,0,0,0,1
Mainlining Demo,0,0,0,0,1,0,1,1,2,0,2,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,2,2,1,0,0,0,1,0,2,2,1,2,1,2,3,0,2,3,2,2,3,3,2,0,1,1,2,1,2,0,1,0,0,0,0,0
Maize,4,1,4,0,3,0,0,2,6,0,12,3,0,0,4,5,0,0,2,6,3,0,0,0,3,1,7,4,9,9,5,0,0,0,3,0,10,8,7,6,5,12,6,0,9,9,12,12,8,9,8,0,2,0,12,0,2,0,0,1,1,0,0,5
Majesty 2 Collection,4,0,6,1,7,1,2,2,11,4,12,10,1,0,10,7,1,1,4,8,4,7,2,2,2,1,10,1,9,7,2,0,1,1,4,1,9,6,4,6,4,11,4,0,5,10,11,11,10,7,10,0,1,1,8,0,1,0,0,0,2,1,2,10
Majesty Gold HD,6,3,12,2,9,0,2,5,12,6,24,14,1,2,8,11,0,1,9,10,6,4,6,5,4,1,14,2,15,15,6,0,0,1,8,1,20,16,9,10,3,20,13,1,12,17,18,19,16,13,17,1,2,1,17,1,5,0,1,1,1,1,6,14
Man O' War: Corsair - Warhammer Naval Battles,1,1,4,1,4,0,0,3,7,1,9,5,0,0,7,3,0,2,2,6,3,2,0,2,1,0,6,0,7,6,5,0,0,0,5,0,7,4,2,2,2,7,3,0,7,5,8,8,7,2,6,0,1,0,9,0,0,0,1,1,0,0,0,5
Man O' War: Fledgling Griffon,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Manhole: Masterpiece Edition, The",3,1,5,4,5,1,2,2,4,3,7,3,1,1,6,1,0,1,3,5,3,1,2,0,1,0,5,0,4,6,5,1,1,1,4,1,2,3,1,1,1,3,2,0,4,2,4,4,3,2,3,0,0,0,2,0,1,0,0,1,1,0,1,6
Maniac Mansion,8,1,7,6,8,1,2,4,10,4,14,13,1,0,5,0,0,1,8,6,5,8,4,2,8,1,14,4,8,13,9,0,3,0,11,1,8,3,2,4,2,8,2,0,11,3,9,9,6,2,5,0,1,0,10,0,5,0,0,0,3,2,6,9
Mark of the Ninja,9,2,13,7,7,2,2,3,11,10,18,14,2,2,10,2,0,2,7,11,4,8,6,5,9,2,16,5,12,18,9,1,2,3,14,3,9,5,1,4,2,11,6,1,15,6,9,10,8,6,6,0,0,1,15,0,2,1,0,1,0,0,5,5
Mark of the Ninja Special Edition,10,0,17,4,10,1,2,5,19,11,25,19,3,0,11,5,0,1,10,15,6,15,14,7,8,0,22,6,20,18,15,1,1,1,19,1,15,8,1,5,2,15,5,0,17,5,16,17,8,5,9,0,0,0,21,0,3,0,0,2,0,0,11,13
"Marvellous Miss Take, The",4,0,3,0,4,1,2,2,3,3,6,3,0,0,5,2,0,1,3,5,3,1,0,0,1,0,5,0,3,6,3,1,0,0,4,1,2,2,1,1,1,4,1,0,5,3,5,5,3,2,2,0,0,0,4,0,0,0,0,0,0,0,0,4
Marvel’s Guardians of the Galaxy: The Telltale Series,1,0,3,0,4,0,1,0,6,1,9,5,0,0,4,4,0,0,3,4,3,1,1,0,3,0,7,2,4,6,4,0,0,0,3,0,7,5,1,6,4,8,5,0,6,6,8,9,7,6,7,0,0,0,7,0,4,0,0,0,0,0,0,5
Mary Skelter: Nightmares,2,0,7,0,4,0,0,1,6,0,10,6,1,0,9,2,0,0,2,8,3,0,2,1,2,0,7,0,8,10,5,0,0,0,6,0,7,4,0,3,0,10,3,0,9,5,10,10,7,4,8,0,0,0,10,0,1,0,0,0,0,0,0,7
Masquerada: Songs and Shadows,2,0,5,1,4,0,1,0,6,0,8,6,0,0,6,6,1,1,2,6,2,0,1,0,0,0,4,0,6,5,2,0,0,1,3,0,7,5,1,3,2,7,3,0,3,5,7,7,6,5,7,0,0,0,6,0,1,0,0,0,0,0,0,6
Massive Assault,1,0,2,0,0,0,0,0,2,0,4,2,0,0,3,1,0,0,0,1,0,0,0,0,0,0,3,0,3,3,1,0,0,0,0,0,4,4,2,3,1,4,4,0,3,4,4,4,4,4,4,0,0,0,4,0,0,0,0,0,0,0,0,1
Massive Assault: Phantom Renaissance,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Massive Chalice,2,1,11,0,7,0,1,4,16,3,20,10,1,0,9,9,0,0,3,8,2,8,5,4,3,1,12,3,12,14,5,0,1,0,3,1,16,14,6,10,5,19,7,0,13,14,20,18,16,10,16,0,3,1,15,0,3,3,0,1,1,0,1,9
Master of Magic,61,2,76,45,84,8,18,12,93,57,147,120,5,7,56,38,8,13,96,77,59,78,35,14,62,6,121,30,83,103,100,7,16,12,92,9,83,57,25,31,19,87,37,1,89,51,93,94,61,42,53,1,7,5,106,3,35,2,6,3,11,4,62,82
Master of Orion,17,10,33,10,29,2,5,15,63,17,94,49,3,1,44,50,2,5,23,48,18,17,7,24,22,5,63,23,57,71,31,2,3,3,32,4,90,70,47,65,35,91,66,2,61,78,93,93,86,70,79,3,18,9,96,2,23,4,4,11,13,2,12,55
Master of Orion 1+2,82,3,94,62,109,18,32,38,127,81,209,154,3,12,91,55,18,24,115,112,73,85,59,31,80,11,168,50,124,157,118,15,29,29,118,22,126,94,45,60,38,135,66,4,145,89,128,135,105,70,92,4,16,9,164,4,50,6,3,5,15,10,73,101
Master of Orion 3,20,15,61,13,48,6,8,24,128,27,180,83,6,13,47,120,2,8,59,58,19,28,21,44,34,7,95,47,86,82,48,2,10,4,40,7,187,159,114,138,106,190,141,1,75,168,182,182,164,152,160,6,77,25,185,13,68,13,17,19,31,5,14,108
Master of Orion: Collector's Edition,17,3,17,9,27,3,4,9,42,5,58,24,1,1,32,35,7,8,17,32,15,11,6,13,10,3,29,10,27,32,21,3,5,7,18,1,47,41,25,32,21,50,32,2,33,44,55,54,53,37,47,2,15,5,48,4,12,0,2,3,8,2,4,40
Master of Orion: Collector's Edition Upgrade,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Master of Orion: Revenge of Antares Race Pack,2,2,1,2,1,0,1,2,3,2,4,2,0,0,2,0,0,1,1,2,0,0,1,2,2,1,3,3,1,2,2,0,0,0,2,0,4,3,3,3,1,4,2,0,2,2,3,3,2,2,2,0,1,1,5,0,3,2,1,2,1,0,0,1
"Masterplan, The",1,0,0,0,1,0,0,0,3,1,7,2,0,0,2,4,0,0,1,2,0,0,0,1,1,0,5,0,5,6,3,0,0,0,1,0,7,6,2,4,3,7,6,0,6,7,7,7,6,7,6,0,1,0,7,0,0,0,1,0,0,0,0,4
MechoEcho,1,0,1,0,2,0,0,0,1,0,3,1,0,0,2,3,0,0,1,2,1,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,2,1,0,3,1,3,2,0,1,3,3,3,3,3,3,0,0,0,2,0,1,0,0,0,0,0,0,2
Medal of Honor: Allied Assault War Chest,30,5,44,12,30,4,7,18,65,32,89,61,5,3,31,35,2,4,31,34,17,28,26,48,23,3,66,22,57,60,41,4,5,5,53,5,64,51,29,40,25,67,41,3,56,50,70,70,54,44,56,6,17,9,78,8,21,2,2,8,3,2,26,53
Medal of Honor™: Pacific Assault,2,0,6,2,4,1,1,2,12,3,13,8,0,0,3,4,1,1,3,4,3,4,3,11,2,1,8,0,11,7,3,0,1,2,6,1,12,11,7,6,4,12,8,0,8,11,12,12,12,9,11,0,3,1,14,0,5,0,0,1,0,0,2,6
MegaRace 1+2,8,0,10,3,10,1,2,2,14,7,20,13,1,1,7,4,1,3,11,10,8,8,3,3,11,4,17,8,12,16,9,1,1,2,13,4,13,10,4,6,3,14,8,0,18,11,11,12,9,8,8,2,3,3,20,1,11,0,0,0,3,0,8,6
MegaRace 3,1,0,0,1,2,0,1,2,4,1,5,2,0,0,2,1,0,1,2,2,2,1,0,1,4,1,4,3,2,5,2,0,0,0,3,0,6,5,5,4,3,6,5,1,4,5,6,6,3,5,3,0,1,1,7,0,4,0,0,0,3,0,0,2
Megabyte Punch,0,0,6,0,2,1,1,3,9,3,9,8,0,1,1,1,0,0,2,2,1,4,4,0,2,1,9,2,6,10,2,0,1,0,6,1,8,8,3,3,0,8,2,0,10,5,8,8,6,3,8,1,0,0,9,0,2,1,0,0,1,1,2,5
Megamagic: Wizards of the Neon Age,2,0,3,2,1,0,2,1,4,0,6,3,0,1,2,6,1,2,4,2,1,2,0,4,1,0,7,6,4,4,4,0,2,2,2,0,7,7,6,7,4,7,6,1,6,7,9,9,7,6,6,2,4,1,7,1,3,0,0,0,1,0,0,5
Megaquarium,1,0,2,0,1,0,0,0,3,1,7,5,0,0,2,2,0,0,0,1,0,1,0,1,2,0,7,3,2,6,2,0,0,0,2,1,7,6,4,5,2,7,5,0,6,5,7,7,5,4,6,0,1,0,7,0,1,0,0,0,0,0,0,3
Megaton Rainfall,3,1,7,1,4,0,1,1,11,3,9,7,1,0,3,4,0,0,3,3,2,3,2,2,3,1,6,3,6,6,4,1,0,1,4,0,6,7,5,6,2,6,6,0,8,6,8,8,6,6,7,0,1,1,11,0,3,0,2,1,1,0,3,4
Memoranda,2,0,2,1,3,0,1,1,2,2,6,2,0,0,3,4,0,0,3,3,2,1,0,0,2,0,3,2,2,4,3,0,0,0,2,0,5,3,2,3,4,6,3,0,3,4,4,4,4,4,3,0,2,0,5,0,1,0,0,0,0,0,1,3
Memoria,19,1,13,12,21,0,2,4,12,8,35,24,0,1,21,14,3,8,19,24,17,4,4,1,7,0,30,4,16,28,24,1,3,5,12,0,22,12,7,12,8,27,10,1,23,21,26,26,23,13,14,0,2,0,24,0,1,0,0,1,0,0,5,25
Men of Valor,0,0,4,0,1,1,1,0,7,1,9,4,0,0,4,11,0,0,1,3,0,1,2,7,0,0,1,0,10,3,1,0,0,0,0,0,10,9,4,9,6,10,10,0,2,10,11,11,10,10,11,1,2,1,10,1,1,0,0,0,0,0,0,9
Men of War: Assault Squad,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Men of War: Assault Squad GOTY Edition,1,0,2,0,0,0,0,1,2,1,2,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,2,0,2,2,1,0,0,0,1,1,1,1,0,0,0,1,0,0,2,1,1,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1
Men of War: Assault Squad GOTY Edition Upgrade,1,0,2,0,0,0,0,0,1,0,2,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,2,0,2,2,1,0,0,0,1,0,2,1,0,0,0,2,0,0,2,1,2,2,2,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0
Men of War: Red Tide,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,1,0,0,0,1,2,0,0,1,0,2,1,0,0,0,0,0,0,2,2,1,1,1,2,1,0,1,2,2,2,2,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0
Men of War: Vietnam,1,0,1,0,0,0,1,0,3,0,3,2,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,3,2,0,0,0,0,0,0,3,2,1,3,0,3,2,0,2,2,3,3,3,2,3,0,0,0,2,0,2,0,0,0,0,0,0,1
Men of War: Vietnam Special Edition,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Men of War™,0,0,3,0,0,0,0,2,5,2,6,4,0,0,1,1,0,0,1,1,0,2,2,2,2,1,4,1,5,4,2,0,0,1,3,0,5,3,1,3,1,5,2,0,5,4,5,5,5,3,3,0,1,1,6,1,1,0,0,0,1,0,2,2
Meridian: New World,1,0,2,0,2,0,0,1,4,0,9,3,0,0,3,6,0,0,0,3,0,0,1,2,0,0,5,1,5,5,1,0,0,0,0,0,9,9,4,7,4,9,8,0,4,9,9,9,9,8,8,0,1,1,8,0,3,0,1,1,0,0,0,5
Meridian: Squad 22,0,0,3,1,2,2,2,0,4,3,4,3,0,0,2,3,1,0,2,2,1,2,2,2,0,0,2,1,4,2,1,0,0,1,2,1,3,3,3,2,0,3,2,0,4,2,3,3,2,2,2,0,1,0,3,0,0,0,0,1,0,0,3,3
Messiah,6,1,11,4,9,1,4,3,19,6,29,12,0,0,10,9,0,2,9,12,6,7,3,7,7,3,19,5,17,19,10,1,0,2,11,0,22,20,13,17,13,23,17,0,17,20,24,25,21,18,21,0,5,3,27,0,10,1,1,0,0,0,3,15
Metal Fatigue,21,0,24,4,27,2,7,4,30,14,46,34,0,1,24,10,4,7,22,31,18,21,3,2,13,0,40,5,20,35,32,1,2,4,23,1,28,17,4,14,7,30,14,3,35,21,33,34,30,15,23,0,3,1,37,1,3,1,0,0,1,0,14,39
Metro 2033 Redux,11,0,17,3,15,1,4,7,27,6,44,29,2,0,21,27,2,4,14,23,10,13,13,14,7,0,22,8,27,22,16,1,2,2,12,1,37,28,11,25,15,39,25,2,22,32,41,40,37,27,32,1,12,1,36,2,8,0,1,1,1,1,5,31
Metro: Last Light Redux,13,1,20,7,17,5,7,8,27,13,38,27,4,1,21,15,2,2,14,22,9,20,9,13,14,4,28,14,24,26,21,2,4,8,24,4,26,19,9,13,8,27,14,0,21,17,27,28,18,16,23,0,6,2,29,0,10,0,1,3,3,1,11,20
Metrocide,0,0,3,0,0,0,0,2,3,1,6,1,0,0,3,3,0,0,0,0,0,1,0,2,1,0,3,2,5,3,1,0,0,0,2,0,6,5,3,5,2,6,5,0,3,4,6,6,4,4,5,0,2,0,6,0,2,0,0,1,0,0,0,3
"Metronomicon, The",2,0,3,0,2,2,2,0,5,1,6,5,0,0,3,3,0,0,1,3,2,0,1,0,1,0,3,0,1,4,3,0,0,0,3,0,5,3,2,2,2,6,2,0,3,3,6,6,3,3,3,0,2,1,5,0,1,0,0,0,0,0,0,6
"Metronomicon, The - Deck the Dubstep",1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Miasmata,10,3,14,6,18,1,3,5,28,10,38,25,0,0,22,20,0,5,14,21,10,13,8,4,8,2,24,6,24,22,17,1,2,1,13,3,24,19,9,17,15,28,21,2,17,24,30,30,26,19,26,0,9,1,30,0,8,2,3,2,3,1,6,27
Might and Magic® 6-pack Limited Edition,61,7,58,43,84,10,22,14,66,35,121,87,3,4,81,46,13,30,76,91,61,48,16,14,37,8,102,22,69,101,85,8,13,15,70,11,63,44,19,31,19,78,41,5,85,56,75,78,69,44,49,6,16,9,79,6,23,1,2,2,8,4,36,80
Might and Magic® 7: For Blood and Honor®,38,3,35,29,59,6,15,16,55,29,80,62,0,0,52,30,7,23,55,64,48,27,11,4,28,1,61,10,44,59,52,4,7,11,46,3,34,25,12,25,14,49,26,2,46,41,46,48,45,27,32,2,5,7,53,3,16,1,2,5,8,3,30,59
Might and Magic® 8: Day of the Destroyer™,12,0,15,10,22,3,6,5,31,11,42,30,1,1,23,17,3,5,25,24,14,13,5,8,14,0,32,5,31,32,22,1,2,7,18,3,27,24,14,21,9,33,19,1,31,32,36,36,33,24,25,2,5,3,35,3,8,2,1,3,3,1,11,25
Milanoir,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,1,2,2,2,2,2,2,0,2,0,2,0,1,0,0,0,1,0,0,1
Minecraft: Story Mode - A Telltale Game Series,6,3,10,3,8,1,2,2,6,4,18,9,1,0,7,12,2,1,7,9,6,3,0,4,5,0,15,8,5,9,7,2,2,1,5,1,19,16,9,14,7,18,13,0,15,16,19,19,17,16,18,0,5,6,16,3,6,1,3,4,3,1,2,10
Minecraft: Story Mode - Season Two,1,0,1,0,2,0,0,0,3,1,5,3,0,0,1,4,0,0,3,2,1,1,2,0,1,0,2,0,2,2,2,0,1,0,2,0,3,3,1,3,3,5,3,0,2,3,4,4,4,3,3,0,3,2,3,1,1,0,0,0,0,0,1,3
Mini Metro,2,0,5,2,2,1,1,4,9,4,11,7,0,0,3,2,0,1,5,3,3,5,3,2,3,0,10,4,6,9,7,1,1,1,5,1,8,6,3,5,0,7,5,0,8,5,8,8,6,6,8,1,1,2,11,1,2,2,1,1,1,1,3,7
Minit,3,0,5,2,3,2,4,0,8,4,9,5,0,0,8,4,1,1,2,9,2,4,0,2,0,1,6,2,5,7,3,1,1,1,6,0,7,4,1,4,1,6,3,0,7,5,8,9,6,4,6,0,1,0,7,1,1,0,1,0,1,0,0,6
Mirror's Edge™,12,2,22,9,22,7,12,6,31,10,46,28,0,4,26,21,3,6,19,26,13,17,9,11,5,1,30,9,32,32,15,0,7,2,19,4,34,22,12,20,14,35,18,1,30,24,37,38,28,21,28,0,7,0,37,0,8,0,3,3,4,0,10,28
Mission Critical,2,0,5,2,4,2,2,0,6,5,6,6,0,0,3,1,0,0,4,4,1,4,4,0,2,0,5,1,3,6,3,0,0,0,5,0,2,0,0,0,0,3,0,0,5,1,4,4,2,0,1,0,0,0,3,0,1,0,0,0,0,0,3,5
Mitsurugi Kamui Hikae,2,1,4,1,3,0,0,2,12,2,14,8,1,1,7,5,1,1,2,5,1,3,2,3,2,0,8,2,12,9,4,0,1,1,5,1,11,10,5,8,4,13,8,1,9,11,14,13,10,9,12,0,1,0,13,0,4,1,1,1,4,2,1,8
Mob Rule Classic,6,0,10,1,7,0,0,3,15,7,19,14,1,0,4,4,0,1,9,7,3,6,8,4,8,2,17,3,11,15,12,0,4,1,11,4,13,11,4,6,6,15,4,0,15,10,14,14,11,7,13,1,3,2,19,1,4,0,0,0,0,0,4,6
Mobile Forces,2,1,10,1,1,0,0,2,9,4,18,13,1,0,6,1,1,1,3,6,2,6,8,8,6,1,15,9,15,16,11,0,1,1,14,3,17,13,5,6,3,15,7,1,18,9,16,15,10,7,10,0,0,0,18,0,7,0,0,0,1,0,3,3
